Pozo,Fecha,Produccion_Barriles,Presion_PSI,Temperatura_C,Agua_Producida_Barriles,Estado
Pozo E,2022-06-25,1063,2401,113.82,374,Cerrado
Pozo C,2022-02-09,870,2488,111.63,253,Operando
Pozo A,2022-08-04,1281,2530,70.09,333,Mantenimiento
Pozo D,2022-02-02,1707,2189,69.8,293,Mantenimiento
Pozo D,2022-08-25,1411,2710,89.64,387,Operando
Pozo A,2022-01-21,1950,2192,85.11,82,Operando
Pozo E,2022-01-19,1303,2767,109.07,229,Cerrado
Pozo B,2022-10-11,1562,2288,71.42,251,Cerrado
Pozo B,2022-08-14,1206,2381,113.62,332,Operando
Pozo E,2022-04-16,1513,2387,77.72,341,Operando
Pozo E,2022-03-31,1000,2041,85.43,419,Cerrado
Pozo C,2022-02-26,1282,2669,118.55,163,Operando
Pozo B,2022-10-14,1315,2505,118.49,399,Cerrado
Pozo E,2022-04-25,1110,2013,71.26,481,Mantenimiento
Pozo C,2022-01-18,1175,2281,94.75,332,Cerrado
Pozo C,2022-08-20,1975,2296,91.08,370,Mantenimiento
Pozo C,2022-04-16,1742,2565,95.27,296,Cerrado
Pozo B,2022-02-19,1014,2686,85.73,252,Cerrado
Pozo C,2022-09-12,993,2306,90.38,423,Operando
Pozo A,2022-05-18,1949,2675,65.37,187,Operando
Pozo D,2022-01-28,817,2310,113.54,125,Cerrado
Pozo C,2022-02-22,1926,2327,66.82,338,Mantenimiento
Pozo E,2022-03-17,1134,2584,98.44,364,Cerrado
Pozo A,2022-02-19,2151,2382,112.07,105,Operando
Pozo D,2022-03-03,1408,2460,99.92,351,Mantenimiento
Pozo D,2022-11-24,1896,2352,107.09,142,Mantenimiento
Pozo E,2022-04-13,2178,2485,73.22,116,Operando
Pozo A,2022-10-16,1568,2231,111.99,317,Mantenimiento
Pozo B,2022-03-17,903,2077,115.38,481,Mantenimiento
Pozo C,2022-04-26,1680,2004,64.25,498,Cerrado
Pozo E,2022-07-10,1699,2704,119.54,406,Cerrado
Pozo D,2022-12-30,847,2584,78.16,377,Operando
Pozo D,2022-09-02,1331,2660,72.73,408,Mantenimiento
Pozo A,2022-10-22,1448,2386,71.42,389,Cerrado
Pozo D,2022-11-18,1635,2499,85.62,101,Operando
Pozo E,2022-05-22,2195,2660,117.25,233,Operando
Pozo C,2022-09-18,1097,2142,111.51,436,Cerrado
Pozo B,2022-01-31,1600,2183,105.67,203,Mantenimiento
Pozo D,2022-09-21,1811,2072,81.45,453,Cerrado
Pozo C,2022-04-10,873,2225,71.66,418,Mantenimiento
Pozo B,2022-04-08,1679,2429,92.81,157,Operando
Pozo A,2022-02-05,2194,2032,69.06,375,Mantenimiento
Pozo B,2022-09-18,1244,2023,96.02,61,Cerrado
Pozo B,2022-04-24,1918,2441,114.21,206,Mantenimiento
Pozo D,2022-08-27,1999,2258,115.39,408,Cerrado
Pozo D,2022-05-08,1908,2532,98.51,431,Operando
Pozo B,2022-03-08,1234,2085,96.15,64,Mantenimiento
Pozo B,2022-10-11,1842,2749,106.26,472,Cerrado
Pozo B,2022-01-10,2087,2641,120.0,85,Mantenimiento
Pozo C,2022-04-30,2103,2618,63.77,473,Cerrado
Pozo E,2022-04-26,1323,2743,85.84,470,Mantenimiento
Pozo A,2022-08-03,1387,2503,88.52,391,Cerrado
Pozo B,2022-10-21,1574,2191,95.58,224,Mantenimiento
Pozo E,2022-03-20,2194,2456,89.39,193,Operando
Pozo B,2022-09-11,1542,2101,88.91,120,Operando
Pozo B,2022-05-14,1332,2590,76.72,312,Mantenimiento
Pozo B,2022-01-11,2055,2179,68.3,119,Mantenimiento
Pozo D,2022-09-24,2035,2576,61.99,136,Cerrado
Pozo D,2022-03-11,2039,2648,64.84,459,Mantenimiento
Pozo E,2022-06-15,1161,2641,104.57,294,Cerrado
Pozo A,2022-07-20,1036,2416,98.85,214,Mantenimiento
Pozo D,2022-09-28,2081,2628,78.45,322,Operando
Pozo A,2022-06-29,2105,2794,65.47,82,Operando
Pozo B,2022-11-09,1113,2000,80.0,410,Operando
Pozo C,2022-03-31,1454,2535,100.11,291,Cerrado
Pozo C,2022-12-11,1941,2063,60.68,454,Operando
Pozo C,2022-04-04,1458,2294,72.03,251,Cerrado
Pozo E,2022-01-26,1650,2104,63.81,402,Cerrado
Pozo D,2022-11-01,818,2770,90.51,319,Operando
Pozo C,2022-10-07,2143,2612,100.35,482,Operando
Pozo C,2022-04-15,1762,2162,79.7,496,Mantenimiento
Pozo E,2022-03-27,1770,2188,97.37,182,Operando
Pozo B,2022-07-25,1700,2620,80.05,291,Operando
Pozo D,2022-12-10,1870,2210,118.26,130,Mantenimiento
Pozo B,2022-07-06,2031,2527,105.92,269,Cerrado
Pozo E,2022-07-13,896,2476,83.34,438,Mantenimiento
Pozo A,2022-01-10,989,2121,103.81,282,Operando
Pozo C,2022-01-16,1071,2730,118.97,226,Operando
Pozo B,2022-04-30,1002,2713,63.66,178,Cerrado
Pozo E,2022-06-06,1214,2329,99.79,101,Operando
Pozo E,2022-07-24,825,2088,75.89,229,Mantenimiento
Pozo B,2022-11-07,1653,2740,99.75,397,Cerrado
Pozo E,2022-10-02,890,2242,107.95,54,Cerrado
Pozo B,2022-12-22,2084,2066,110.58,414,Operando
Pozo B,2022-10-20,1079,2464,103.91,174,Cerrado
Pozo D,2022-04-06,2114,2452,83.11,417,Operando
Pozo D,2022-10-27,1095,2197,111.82,102,Mantenimiento
Pozo E,2022-04-03,1907,2003,66.56,428,Cerrado
Pozo A,2022-11-12,1049,2557,116.56,457,Cerrado
Pozo B,2022-03-11,1141,2791,113.11,194,Mantenimiento
Pozo E,2022-01-24,1370,2203,91.71,108,Mantenimiento
Pozo A,2022-09-11,1301,2143,111.12,483,Cerrado
Pozo C,2022-06-08,1055,2005,85.22,86,Mantenimiento
Pozo C,2022-07-25,1931,2239,119.32,280,Operando
Pozo B,2022-04-08,1003,2468,88.59,71,Operando
Pozo D,2022-04-03,1046,2634,105.61,371,Mantenimiento
Pozo B,2022-05-31,1306,2792,109.91,329,Cerrado
Pozo C,2022-01-02,1139,2726,72.65,285,Mantenimiento
Pozo D,2022-05-08,1424,2614,80.88,362,Mantenimiento
Pozo C,2022-04-18,1590,2550,68.93,410,Mantenimiento
Pozo D,2022-06-27,2143,2414,63.26,180,Mantenimiento
Pozo D,2022-01-20,872,2127,104.23,193,Mantenimiento
Pozo B,2022-10-04,1817,2435,67.88,381,Operando
Pozo D,2022-10-08,814,2498,102.24,338,Operando
Pozo E,2022-08-15,893,2048,86.72,160,Operando
Pozo A,2022-05-05,893,2396,111.66,109,Mantenimiento
Pozo C,2022-10-28,1094,2033,87.56,412,Mantenimiento
Pozo E,2022-03-12,1130,2422,82.39,74,Operando
Pozo B,2022-03-31,817,2536,69.39,481,Mantenimiento
Pozo E,2022-01-11,1219,2268,74.52,425,Mantenimiento
Pozo E,2022-09-10,1594,2009,62.92,212,Cerrado
Pozo A,2022-07-02,1669,2605,89.45,349,Operando
Pozo A,2022-08-25,1663,2791,119.68,155,Cerrado
Pozo C,2022-01-19,1340,2659,101.48,414,Mantenimiento
Pozo A,2022-06-10,885,2261,74.95,228,Mantenimiento
Pozo A,2022-07-26,912,2307,82.2,188,Cerrado
Pozo B,2022-09-29,1061,2210,86.82,415,Mantenimiento
Pozo B,2022-11-23,1919,2779,92.68,223,Operando
Pozo B,2022-01-30,1101,2562,112.22,52,Operando
Pozo C,2022-02-22,1055,2468,74.91,429,Mantenimiento
Pozo A,2022-06-13,2042,2083,77.58,335,Cerrado
Pozo C,2022-08-26,1656,2482,72.46,92,Cerrado
Pozo E,2022-05-28,840,2538,113.97,485,Operando
Pozo E,2022-08-06,1015,2613,101.15,357,Mantenimiento
Pozo C,2022-03-05,808,2605,94.63,216,Mantenimiento
Pozo D,2022-07-10,1803,2702,62.23,316,Operando
Pozo B,2022-08-10,2026,2074,64.12,352,Mantenimiento
Pozo B,2022-10-20,1663,2198,97.7,464,Cerrado
Pozo E,2022-05-17,801,2383,60.61,316,Operando
Pozo C,2022-05-28,1941,2216,98.31,269,Cerrado
Pozo B,2022-06-09,973,2619,110.06,393,Operando
Pozo B,2022-05-14,2107,2635,86.12,356,Mantenimiento
Pozo B,2022-06-18,2137,2036,100.38,61,Cerrado
Pozo E,2022-12-06,1714,2370,102.52,165,Cerrado
Pozo E,2022-01-30,1977,2022,77.04,140,Mantenimiento
Pozo E,2022-02-09,987,2269,99.43,315,Operando
Pozo D,2022-12-15,940,2544,114.65,265,Operando
Pozo C,2022-10-22,1255,2328,106.52,153,Operando
Pozo C,2022-01-09,1314,2159,95.74,180,Operando
Pozo C,2022-10-31,923,2354,90.51,283,Cerrado
Pozo C,2022-02-14,2047,2410,100.56,227,Mantenimiento
Pozo C,2022-10-25,1081,2015,88.59,235,Cerrado
Pozo E,2022-11-11,1141,2259,114.55,489,Cerrado
Pozo B,2022-12-22,2171,2662,107.64,476,Cerrado
Pozo A,2022-04-15,1297,2783,100.33,125,Cerrado
Pozo A,2022-12-25,1099,2787,111.03,466,Operando
Pozo D,2022-08-30,1741,2353,92.03,319,Mantenimiento
Pozo E,2022-01-29,960,2294,74.8,216,Operando
Pozo E,2022-10-30,2046,2358,77.11,360,Cerrado
Pozo A,2022-11-11,1911,2481,107.19,80,Operando
Pozo D,2022-05-08,1780,2170,88.4,216,Operando
Pozo C,2022-12-06,1430,2114,92.94,370,Cerrado
Pozo E,2022-04-19,1918,2603,107.98,319,Operando
Pozo B,2022-09-28,2185,2407,77.62,389,Cerrado
Pozo C,2022-12-06,1653,2115,92.23,171,Mantenimiento
Pozo E,2022-09-25,1851,2049,108.23,484,Mantenimiento
Pozo A,2022-01-22,2089,2501,61.1,375,Mantenimiento
Pozo C,2022-08-23,2194,2738,91.07,125,Mantenimiento
Pozo D,2022-12-27,1477,2569,111.09,263,Operando
Pozo C,2022-11-17,1650,2461,80.61,242,Operando
Pozo A,2022-02-19,944,2230,74.76,350,Cerrado
Pozo B,2022-10-18,1287,2718,98.44,410,Mantenimiento
Pozo D,2022-09-21,1959,2754,69.3,57,Mantenimiento
Pozo A,2022-10-06,975,2232,78.23,127,Mantenimiento
Pozo A,2022-11-29,1069,2529,96.63,229,Mantenimiento
Pozo B,2022-03-19,860,2388,103.41,499,Mantenimiento
Pozo B,2022-03-16,1491,2148,78.42,175,Cerrado
Pozo C,2022-12-24,1419,2638,109.82,55,Cerrado
Pozo A,2022-05-16,1792,2690,104.29,322,Mantenimiento
Pozo C,2022-11-14,2138,2055,81.23,323,Operando
Pozo E,2022-08-03,1082,2432,103.5,118,Cerrado
Pozo B,2022-03-20,1359,2168,77.51,328,Operando
Pozo B,2022-09-30,1219,2702,93.79,224,Cerrado
Pozo D,2022-08-12,1214,2312,63.28,347,Mantenimiento
Pozo D,2022-10-04,1623,2100,75.17,94,Operando
Pozo B,2022-03-01,1636,2027,61.03,498,Cerrado
Pozo C,2022-03-25,850,2704,108.81,106,Cerrado
Pozo E,2022-06-04,1139,2148,99.39,235,Cerrado
Pozo B,2022-06-06,928,2017,117.33,234,Mantenimiento
Pozo B,2022-12-02,1249,2472,62.04,207,Cerrado
Pozo D,2022-12-13,1879,2396,96.47,358,Mantenimiento
Pozo D,2022-04-13,1814,2133,66.04,239,Operando
Pozo D,2022-03-21,2099,2128,91.63,161,Mantenimiento
Pozo E,2022-09-11,2155,2767,113.86,324,Cerrado
Pozo E,2022-10-24,1052,2707,62.44,189,Operando
Pozo E,2022-02-13,1386,2403,92.83,456,Cerrado
Pozo D,2022-12-21,1575,2049,83.26,312,Operando
Pozo C,2022-10-17,1694,2601,102.52,146,Mantenimiento
Pozo E,2022-03-29,1309,2335,73.93,426,Mantenimiento
Pozo D,2022-08-06,1082,2667,92.06,399,Mantenimiento
Pozo B,2022-06-06,1769,2342,77.58,416,Operando
Pozo C,2022-10-26,2003,2166,118.68,431,Operando
Pozo A,2022-02-25,1579,2750,101.21,362,Operando
Pozo E,2022-03-03,1929,2612,86.38,368,Mantenimiento
Pozo A,2022-05-01,988,2172,65.7,406,Cerrado
Pozo B,2022-11-19,1562,2229,61.34,192,Mantenimiento
Pozo A,2022-05-13,1709,2363,107.88,375,Mantenimiento
Pozo B,2022-12-14,870,2636,100.9,122,Mantenimiento
Pozo A,2022-05-25,2044,2164,104.5,471,Operando
Pozo A,2022-11-13,2105,2189,77.2,121,Mantenimiento
Pozo B,2022-06-15,1930,2562,108.65,423,Cerrado
Pozo E,2022-06-24,2088,2335,87.58,475,Operando
Pozo C,2022-08-30,1457,2251,64.49,166,Mantenimiento
Pozo D,2022-10-15,1781,2212,92.74,181,Operando
Pozo E,2022-06-02,1110,2778,76.34,372,Mantenimiento
Pozo D,2022-10-07,1021,2280,114.58,103,Cerrado
Pozo E,2022-10-13,1960,2256,102.66,138,Cerrado
Pozo A,2022-05-18,1855,2699,71.28,176,Operando
Pozo A,2022-12-08,923,2051,87.48,162,Operando
Pozo A,2022-09-26,1630,2307,94.51,386,Operando
Pozo E,2022-02-22,853,2698,93.06,453,Operando
Pozo B,2022-10-23,2060,2682,112.03,55,Cerrado
Pozo C,2022-09-16,917,2735,79.0,266,Operando
Pozo E,2022-01-10,929,2430,92.45,373,Operando
Pozo E,2022-08-05,2198,2320,104.06,137,Cerrado
Pozo B,2022-12-05,891,2781,109.91,405,Operando
Pozo B,2022-11-16,1327,2340,86.52,354,Cerrado
Pozo D,2022-02-28,1921,2195,79.32,335,Mantenimiento
Pozo B,2022-06-01,1254,2584,111.12,156,Mantenimiento
Pozo A,2022-10-12,1058,2244,106.61,222,Operando
Pozo E,2022-12-04,950,2034,100.24,312,Mantenimiento
Pozo D,2022-09-06,1555,2412,61.18,146,Cerrado
Pozo D,2022-05-23,1214,2272,61.69,59,Mantenimiento
Pozo A,2022-03-18,1321,2558,94.69,213,Operando
Pozo E,2022-01-20,1545,2582,100.19,325,Operando
Pozo B,2022-08-01,1754,2703,64.03,244,Cerrado
Pozo C,2022-09-09,2160,2207,70.53,358,Mantenimiento
Pozo E,2022-02-04,1951,2611,82.45,356,Operando
Pozo A,2022-03-15,1696,2353,75.27,284,Operando
Pozo A,2022-06-17,1133,2713,104.97,87,Cerrado
Pozo D,2022-11-14,1242,2659,87.72,338,Operando
Pozo B,2022-06-01,2167,2411,99.63,253,Operando
Pozo D,2022-01-08,920,2482,66.48,410,Mantenimiento
Pozo A,2022-01-19,1741,2696,64.96,273,Operando
Pozo D,2022-11-24,1772,2380,66.52,163,Cerrado
Pozo C,2022-06-05,1632,2155,98.17,117,Cerrado
Pozo C,2022-07-28,1952,2594,105.61,127,Operando
Pozo B,2022-08-11,972,2749,98.48,460,Mantenimiento
Pozo B,2022-04-19,2011,2109,117.18,124,Operando
Pozo C,2022-05-04,2116,2473,70.86,196,Operando
Pozo A,2022-10-27,1474,2600,84.01,123,Operando
Pozo B,2022-06-19,1836,2484,116.81,144,Cerrado
Pozo A,2022-04-21,1819,2593,98.75,165,Mantenimiento
Pozo C,2022-12-30,835,2229,99.36,222,Mantenimiento
Pozo C,2022-10-23,1497,2512,61.54,196,Operando
Pozo D,2022-01-31,961,2693,119.84,306,Mantenimiento
Pozo E,2022-11-29,887,2096,114.18,301,Mantenimiento
Pozo E,2022-10-27,1207,2319,65.14,122,Operando
Pozo B,2022-05-03,1987,2148,66.62,246,Cerrado
Pozo D,2022-12-04,1283,2039,71.93,213,Mantenimiento
Pozo C,2022-09-26,1528,2199,63.01,52,Cerrado
Pozo C,2022-12-05,1651,2565,60.38,99,Mantenimiento
Pozo D,2022-04-19,2107,2090,99.61,363,Operando
Pozo C,2022-02-02,1821,2567,66.25,297,Cerrado
Pozo E,2022-09-14,1882,2732,69.49,499,Operando
Pozo E,2022-12-09,812,2053,116.5,282,Cerrado
Pozo A,2022-04-09,828,2499,106.28,341,Mantenimiento
Pozo B,2022-04-12,2084,2564,77.88,499,Mantenimiento
Pozo A,2022-07-01,1600,2167,93.68,362,Mantenimiento
Pozo C,2022-09-15,1740,2423,72.1,380,Operando
Pozo B,2022-11-04,1592,2203,64.93,394,Mantenimiento
Pozo B,2022-08-07,2102,2404,102.22,212,Cerrado
Pozo D,2022-03-14,2180,2753,84.89,349,Mantenimiento
Pozo C,2022-09-20,1436,2395,105.03,80,Operando
Pozo E,2022-08-20,987,2684,113.38,113,Operando
Pozo C,2022-08-07,1779,2592,105.42,273,Operando
Pozo C,2022-07-14,1727,2231,88.69,407,Cerrado
Pozo B,2022-11-21,910,2340,84.09,437,Cerrado
Pozo E,2022-03-28,1010,2765,62.07,67,Cerrado
Pozo C,2022-10-23,2007,2583,93.3,262,Cerrado
Pozo C,2022-01-04,1040,2379,86.68,287,Mantenimiento
Pozo C,2022-12-14,1098,2364,118.84,312,Cerrado
Pozo E,2022-01-09,1579,2452,114.76,156,Cerrado
Pozo B,2022-05-07,1744,2322,71.95,169,Operando
Pozo C,2022-02-28,1939,2218,103.67,124,Operando
Pozo C,2023-01-01,1897,2656,81.42,411,Mantenimiento
Pozo A,2022-10-10,1825,2129,118.22,282,Cerrado
Pozo C,2022-01-14,947,2467,107.58,342,Operando
Pozo E,2022-07-15,1918,2753,103.75,102,Cerrado
Pozo B,2022-12-13,1729,2378,86.91,440,Mantenimiento
Pozo D,2022-08-21,1829,2152,113.26,308,Operando
Pozo A,2022-11-12,1715,2770,68.87,367,Cerrado
Pozo D,2022-07-26,1397,2312,83.59,102,Mantenimiento
Pozo B,2022-09-15,1580,2146,81.95,56,Cerrado
Pozo C,2022-07-11,816,2424,72.86,306,Cerrado
Pozo B,2022-09-15,2128,2569,82.1,345,Mantenimiento
Pozo B,2022-07-05,903,2069,92.35,220,Operando
Pozo E,2022-04-29,2175,2313,72.04,305,Cerrado
Pozo D,2022-08-23,1602,2393,79.67,408,Operando
Pozo C,2022-04-18,1538,2435,116.76,237,Cerrado
Pozo A,2022-10-14,1200,2421,79.92,246,Mantenimiento
Pozo A,2022-12-09,1673,2282,90.07,132,Cerrado
Pozo C,2022-01-15,1732,2399,88.22,296,Mantenimiento
Pozo E,2022-09-24,1933,2759,66.29,75,Mantenimiento
Pozo D,2023-01-01,2124,2383,83.55,262,Cerrado
Pozo D,2022-05-22,1949,2485,66.66,494,Cerrado
Pozo A,2022-03-06,1056,2227,72.11,374,Operando
Pozo C,2022-09-03,1141,2037,116.64,134,Cerrado
Pozo A,2022-01-02,1779,2681,82.45,310,Cerrado
Pozo A,2022-02-09,946,2216,85.24,467,Mantenimiento
Pozo B,2022-12-22,959,2471,94.34,498,Operando
Pozo A,2022-07-04,1727,2486,70.56,466,Cerrado
Pozo C,2022-01-06,878,2417,116.67,81,Mantenimiento
Pozo A,2022-08-19,2012,2154,68.58,214,Operando
Pozo A,2022-10-08,1152,2395,98.7,105,Operando
Pozo C,2022-07-03,801,2439,77.99,103,Cerrado
Pozo C,2022-09-22,2096,2713,71.71,121,Cerrado
Pozo C,2022-12-17,1556,2354,82.79,352,Cerrado
Pozo D,2022-11-03,992,2085,72.21,452,Operando
Pozo C,2022-01-18,960,2638,61.9,166,Mantenimiento
Pozo A,2022-09-05,1733,2130,115.38,225,Operando
Pozo C,2022-07-16,1256,2738,99.55,401,Operando
Pozo D,2022-12-19,1768,2680,63.09,150,Operando
Pozo A,2022-05-07,1650,2125,66.5,319,Cerrado
Pozo B,2022-10-08,1897,2243,61.33,75,Cerrado
Pozo C,2022-06-13,1149,2711,67.16,423,Cerrado
Pozo B,2022-04-21,1388,2296,62.45,228,Operando
Pozo B,2022-04-02,1481,2399,97.14,444,Mantenimiento
Pozo A,2022-05-02,2136,2228,77.41,189,Cerrado
Pozo D,2022-05-23,1781,2309,99.41,426,Operando
Pozo E,2022-07-04,1212,2726,77.36,78,Cerrado
Pozo E,2022-08-16,1044,2239,107.89,54,Operando
Pozo E,2022-11-06,825,2160,72.84,297,Cerrado
Pozo E,2022-03-28,2038,2557,79.05,126,Cerrado
Pozo B,2022-04-12,1590,2195,81.3,347,Mantenimiento
Pozo E,2022-08-30,1025,2701,109.45,213,Operando
Pozo B,2022-08-15,1622,2423,62.84,334,Operando
Pozo B,2022-01-25,1033,2208,90.15,152,Operando
Pozo D,2022-10-31,1826,2468,65.99,272,Operando
Pozo D,2022-08-03,1488,2545,98.62,98,Operando
Pozo D,2022-02-26,1835,2358,73.06,255,Mantenimiento
Pozo A,2022-04-24,1819,2589,114.46,182,Cerrado
Pozo A,2022-07-01,1784,2050,98.4,297,Cerrado
Pozo C,2022-11-14,1363,2370,67.73,445,Mantenimiento
Pozo A,2022-12-30,1534,2321,97.54,199,Mantenimiento
Pozo E,2022-05-30,1541,2463,68.66,364,Mantenimiento
Pozo C,2022-08-29,1864,2478,82.3,479,Cerrado
Pozo B,2022-10-28,1057,2023,78.42,421,Mantenimiento
Pozo D,2022-02-25,2174,2631,114.02,97,Mantenimiento
Pozo A,2022-10-25,904,2285,108.7,137,Operando
Pozo D,2022-09-18,996,2779,110.63,443,Mantenimiento
Pozo C,2022-08-03,1589,2607,62.43,143,Cerrado
Pozo B,2022-07-26,1489,2475,63.67,107,Operando
Pozo E,2022-10-19,1197,2575,86.31,231,Cerrado
Pozo D,2022-02-25,1291,2425,82.11,128,Operando
Pozo C,2022-03-24,2141,2423,81.52,178,Mantenimiento
Pozo E,2022-07-11,1487,2688,116.77,286,Cerrado
Pozo C,2022-12-09,966,2387,61.45,414,Operando
Pozo C,2022-11-11,1866,2146,95.67,221,Cerrado
Pozo D,2022-05-20,1814,2122,75.16,472,Mantenimiento
Pozo B,2022-08-27,1053,2051,63.44,75,Operando
Pozo C,2022-02-08,1006,2632,76.84,236,Mantenimiento
Pozo B,2022-01-24,2101,2070,70.32,186,Mantenimiento
Pozo D,2022-01-06,1478,2214,118.65,356,Operando
Pozo D,2022-02-25,944,2635,65.72,81,Cerrado
Pozo E,2022-09-11,1456,2530,75.18,150,Cerrado
Pozo D,2022-09-06,1226,2792,79.26,306,Cerrado
Pozo E,2022-12-21,1506,2704,92.27,203,Cerrado
Pozo A,2022-01-21,1501,2583,69.72,489,Operando
Pozo A,2022-04-15,1404,2488,115.42,412,Operando
Pozo C,2022-01-05,1132,2066,119.57,492,Mantenimiento
Pozo B,2022-11-17,944,2570,76.26,88,Mantenimiento
Pozo D,2022-03-15,2072,2768,105.73,461,Operando
Pozo E,2022-10-08,1757,2640,85.96,234,Cerrado
Pozo C,2022-10-03,1042,2526,114.92,129,Cerrado
Pozo B,2022-01-02,1893,2394,83.98,200,Cerrado
Pozo A,2022-04-17,2022,2209,89.99,420,Cerrado
Pozo A,2022-03-21,1700,2579,75.53,86,Cerrado
Pozo D,2022-12-16,841,2518,71.81,383,Operando
Pozo A,2022-10-05,1360,2120,85.7,371,Mantenimiento
Pozo A,2022-07-09,1865,2569,107.72,159,Cerrado
Pozo C,2022-01-23,1609,2788,112.44,216,Mantenimiento
Pozo B,2022-09-26,1038,2695,91.32,370,Mantenimiento
Pozo E,2022-06-07,1497,2045,69.23,381,Mantenimiento
Pozo B,2022-03-29,2151,2230,116.96,212,Cerrado
Pozo E,2022-02-16,1959,2164,78.97,189,Cerrado
Pozo C,2022-07-19,1921,2507,66.44,284,Mantenimiento
Pozo A,2022-12-31,1261,2539,102.59,192,Mantenimiento
Pozo C,2022-02-23,1322,2676,95.57,182,Operando
Pozo A,2022-10-03,1106,2721,80.93,190,Cerrado
Pozo A,2022-07-13,1635,2634,74.66,130,Operando
Pozo A,2022-01-24,1442,2760,93.85,340,Operando
Pozo C,2022-10-04,2151,2296,74.65,210,Cerrado
Pozo E,2022-08-19,2003,2541,81.55,213,Cerrado
Pozo C,2022-07-01,1366,2383,89.36,413,Mantenimiento
Pozo C,2022-01-21,2041,2590,115.36,415,Operando
Pozo A,2022-06-17,1867,2252,107.32,201,Mantenimiento
Pozo B,2022-10-05,1001,2174,76.25,155,Operando
Pozo E,2022-12-25,1358,2016,83.72,488,Cerrado
Pozo D,2022-06-28,1067,2343,92.61,467,Mantenimiento
Pozo D,2022-10-21,1869,2095,112.84,166,Operando
Pozo D,2022-04-26,1094,2125,93.34,389,Operando
Pozo D,2022-01-17,1533,2620,95.21,338,Mantenimiento
Pozo B,2022-10-01,1973,2271,72.18,350,Operando
Pozo E,2022-05-05,1169,2008,79.26,413,Cerrado
Pozo B,2022-12-17,1394,2301,107.47,288,Operando
Pozo C,2022-11-21,1122,2516,94.61,491,Mantenimiento
Pozo A,2022-12-06,2159,2412,79.36,459,Operando
Pozo A,2022-11-24,2133,2787,73.45,152,Mantenimiento
Pozo A,2022-08-15,2023,2594,87.52,297,Cerrado
Pozo A,2022-01-20,1770,2286,88.54,317,Operando
Pozo A,2022-04-23,882,2772,69.91,359,Cerrado
Pozo A,2022-12-09,1436,2274,61.29,209,Cerrado
Pozo E,2022-09-16,2166,2433,101.55,115,Operando
Pozo E,2022-12-29,1648,2753,84.42,61,Mantenimiento
Pozo E,2022-12-22,1204,2006,64.25,496,Cerrado
Pozo A,2022-08-23,991,2004,106.66,406,Cerrado
Pozo E,2022-08-15,1925,2457,60.3,471,Cerrado
Pozo A,2022-04-02,1855,2691,94.8,176,Cerrado
Pozo E,2022-05-30,2126,2301,96.05,221,Operando
Pozo E,2022-11-12,2171,2235,87.05,225,Operando
Pozo B,2022-10-02,1039,2736,107.22,230,Cerrado
Pozo B,2022-09-02,1517,2568,117.21,303,Mantenimiento
Pozo B,2022-12-31,1814,2504,72.6,62,Operando
Pozo A,2022-03-02,1188,2681,107.04,218,Operando
Pozo B,2022-07-15,1203,2635,119.34,449,Operando
Pozo E,2022-10-30,1511,2206,60.31,168,Cerrado
Pozo E,2022-04-16,1918,2545,103.28,219,Operando
Pozo A,2022-11-23,1888,2331,100.52,149,Operando
Pozo B,2022-10-26,1558,2463,71.78,247,Mantenimiento
Pozo C,2022-08-30,827,2440,110.23,136,Mantenimiento
Pozo D,2022-12-15,1017,2254,60.26,127,Cerrado
Pozo E,2022-01-23,2033,2152,68.97,309,Operando
Pozo B,2022-10-29,2039,2198,72.43,304,Mantenimiento
Pozo E,2022-08-24,1704,2629,92.68,114,Cerrado
Pozo E,2022-02-09,1562,2685,75.24,461,Operando
Pozo E,2022-04-20,935,2293,116.42,447,Cerrado
Pozo E,2022-03-04,1017,2235,62.95,213,Mantenimiento
Pozo C,2022-12-02,1730,2789,91.03,86,Mantenimiento
Pozo D,2022-01-21,2196,2729,87.98,181,Operando
Pozo E,2022-02-26,1120,2307,77.77,371,Mantenimiento
Pozo B,2022-03-26,1160,2407,119.92,194,Mantenimiento
Pozo B,2022-10-19,1021,2357,105.45,118,Mantenimiento
Pozo A,2022-10-06,1331,2074,67.92,226,Cerrado
Pozo D,2022-12-07,1918,2455,76.27,487,Mantenimiento
Pozo A,2022-08-11,830,2331,115.54,294,Mantenimiento
Pozo A,2022-02-19,2118,2702,107.72,95,Cerrado
Pozo C,2022-01-27,1180,2783,69.36,160,Cerrado
Pozo D,2022-04-04,926,2144,118.27,235,Mantenimiento
Pozo B,2022-11-29,1469,2537,119.35,193,Cerrado
Pozo E,2022-05-08,1673,2283,104.21,382,Mantenimiento
Pozo C,2022-08-27,1828,2440,115.57,195,Cerrado
Pozo B,2022-02-09,936,2760,99.16,118,Cerrado
Pozo B,2022-12-01,1778,2696,76.85,55,Cerrado
Pozo E,2022-05-09,870,2063,117.79,262,Mantenimiento
Pozo E,2022-05-19,1493,2174,90.63,453,Cerrado
Pozo E,2022-04-04,923,2691,87.64,90,Cerrado
Pozo B,2022-07-03,1199,2356,80.09,155,Operando
Pozo C,2022-04-14,924,2373,100.56,267,Cerrado
Pozo A,2022-03-02,981,2172,80.14,205,Cerrado
Pozo E,2022-08-23,1417,2315,94.91,172,Operando
Pozo A,2022-02-08,2029,2422,67.13,180,Operando
